,timestamp,donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,tuviste_actualizaciones_de_tus_ingresos_laborales_durante_2024,de_que_fue_el_ajuste_total_acumulado,en_que_mes_fue_el_ultimo_ajuste,como_consideras_que_estan_tus_ingresos_laborales_comparados_con_el_semestre_anterior,contas_con_beneficios_adicionales,que_tan_conforme_estas_con_tus_ingresos_laborales,estas_buscando_trabajo,trabajo_de,anos_de_experiencia,antiguedad_en_la_empresa_actual,anos_en_el_puesto_actual,cuantas_personas_tenes_a_cargo,plataformas_que_utilizas_en_tu_puesto_actual,lenguajes_de_programacion_o_tecnologias_que_utilices_en_tu_puesto_actual,frameworksherramientas_y_librerias_que_utilices_en_tu_puesto_actual,bases_de_datos,qa_testing,cantidad_de_personas_en_tu_organizacion,modalidad_de_trabajo,si_trabajas_bajo_un_esquema_hibrido_cuantos_dias_a_la_semana_vas_a_la_oficina,en_los_ultimos_6_mesesse_aplico_alguna_politica_de_ajustes_salariales,en_los_ultimos_6_meseshubo_reduccion_de_personal,la_recomendas_como_un_buen_lugar_para_trabajar,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,salir_o_seguir_contestando,maximo_nivel_de_estudios,estado,carrera,institucion_educativa,salir_o_seguir_contestando_sobre_las_guardias,tenes_guardias,cuanto_cobras_por_guardia,aclara_el_numero_que_ingresaste_en_el_campo_anterior,salir_o_seguir_contestando_sobre_estudios,tengo_edad,genero,habias_respondido_nuestra_encuesta_en_ediciones_anteriores,cuales_consideras_que_son_las_mejores_empresas_de_it_para_trabajar_en_este_momento_en_tu_ciudad,sueldo_dolarizado,seniority
32,5/1/2024 11:58:24,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000.0,388000.0,,,Menos de un sueldo,Performance individual,Tres,110.0,Abril,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Developer,2,1,1,0.0,Ninguna de las anteriores,TypeScript,"Next.js, React.js",Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,100% remoto,0,"si, tuvimos un ajuste por inflación en el sueldo de diciembre, enero y de abril",No sé,9,0,Responder sobre mis estudios,Universitario,En curso,Lic. en gestión de IT,UADE - Universidad Argentina De la Empresa,Terminar encuesta,,,,,23,Mujer Cis,No,,False,Junior
33,5/1/2024 11:58:28,Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2183000.0,2000000.0,Cobro parte del salario en dólares,1080,No,No recibo bono,Uno,13.0,Abril,4,"Comidas pagas / subvencionadas, Horarios flexibles",3,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,6,4,2,0.0,"Amazon Web Services, Azure, Docker, Linux","Bash/Shell, Python",Ninguno de los anteriores,"ElasticSearch, MySQL, PostgreSQL",Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,No,10,2,Responder sobre mis estudios,Secundario,Completo,Técnique Secundario en Programación,,Terminar encuesta,No,0.0,Neto,Responder sobre mis estudios,21,Hombre Cis,Sí,Rooftop,True,Senior
34,5/1/2024 11:58:31,Buenos Aires,Full-Time,Contractor,3200000.0,10000000.0,Cobro todo el salario en dólares,1043,No,No recibo bono,No,0.0,No tuve,3,"Capacitaciones y/o cursos, Sueldo dividido en dos pagos por mes",4,"No, pero escucho ofertas.",Developer,4,1,1,0.0,"Docker, Google Cloud Platform, Kubernetes, Linux, Microcontroladores","Python, SQL",Flask,PostgreSQL,"Ninguna de las anteriores, Unittest",De 101 a 200 personas,100% remoto,0,No,Sí,10,3,Responder sobre mis estudios,Maestría,En curso,Ingeniería en Software,UNLP - Universidad Nacional de La Plata,Terminar encuesta,,,,,31,Hombre Cis,Sí,"Globant, accenture",True,Semi-Senior
35,5/1/2024 11:59:55,Córdoba,Full-Time,Staff (planta permanente),1619999.0,1389999.0,,,No,No recibo bono,Dos,91.5,Abril,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Developer,2,2,2,0.0,Ninguna de las anteriores,".NET, C#, Javascript",".NET Core, Angular",Oracle,Jest,De 501 a 1000 personas,100% remoto,0,,No sé,7,3,Terminar encuesta,,,,,,,,,,26,Hombre Cis,Sí,,False,Junior
36,5/1/2024 12:04:23,Buenos Aires,Full-Time,Staff (planta permanente),660000.0,547000.0,,,No,No recibo bono,Uno,50.0,Febrero,1,Ninguna de las anteriores,1,"Sí, estoy buscando activamente.",Developer,1,1,2,0.0,Ninguna de las anteriores,"Java, Perl, SQL",Ninguno de los anteriores,"MySQL, Oracle",Ninguna de las anteriores,De 11  a 50  personas,Híbrido (presencial y remoto),2,no,No,1,3,Responder sobre mis estudios,Universitario,En curso,Tecnicatura Superior en Programación,UNSAM - Universidad de San Martín,Terminar encuesta,,,,,24,Mujer Cis,Sí,,False,Junior
37,5/1/2024 12:04:50,Buenos Aires,Part-Time,Staff (planta permanente),550000.0,456000.0,,,No,No recibo bono,No,0.0,No tuve,1,Horarios flexibles,2,"No, pero escucho ofertas.",Developer,3,0,0,0.0,Linux,Python,Flask,"Informix, MySQL, PostgreSQL",Ninguna de las anteriores,De 11  a 50  personas,100% remoto,0,no,No,10,3,Terminar encuesta,,,,,,,,,,23,Hombre Cis,Sí,,False,Semi-Senior
38,5/1/2024 12:05:06,Mendoza,Full-Time,Staff (planta permanente),2900000.0,2400000.0,,,Un sueldo,Aguinaldo,Tres,30.0,Abril,3,"Capacitaciones y/o cursos, Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Technical Leader,28,3,3,5.0,"Docker, Firebase, Linux, Google ","Dart, HTML, Java, Javascript, Kotlin, PHP, Rust, SQL, Swift, TypeScript","Bootstrap, Flutter, jQuery, Node.js, React.js","MariaDB, MongoDB, MySQL, PostgreSQL",Jest,De 51 a 100 personas,100% remoto,0,Pasamos de actualización trimestral a mensual,No,10,4,Terminar encuesta,,,,,,,,,,47,Hombre Cis,No,Meli,False,Senior
39,5/1/2024 12:05:41,Buenos Aires,Full-Time,Contractor,5400000.0,5400000.0,Cobro todo el salario en dólares,1050,No,No recibo bono,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",2,"Sí, estoy buscando activamente.",Data Engineer,16,3,6,0.0,Azure,"Python, Scala, SQL","Hadoop, Spark, TensorFlow",Ninguna de las anteriores,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,,Sí,6,4,Terminar encuesta,,,,,,,,,,36,Hombre Cis,Sí,,True,Senior
40,5/1/2024 12:09:08,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),14819270.0,9865722.0,Mi sueldo está dolarizado (pero cobro en moneda local),1040,De uno a tres sueldos,Performance de la compañía,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",Manager / Director,16,0,0,38.0,"Amazon Web Services, Docker, Kubernetes, Serverless","Bash/Shell, Go, Java, Javascript, SQL, TypeScript",Spring,"Amazon Redshift, Amazon RDS/Aurora, MongoDB, PostgreSQL, Redis",JUnit,De 101 a 200 personas,100% remoto,0,"No, el sueldo esta atado al dolar blue/ccl",No,9,3,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Informática,,Responder sobre guardias,No,0.0,Bruto,Terminar encuesta,39,Hombre Cis,Sí,,True,Senior
41,5/1/2024 12:10:04,Buenos Aires,Part-Time,Freelance,550000.0,550000.0,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,Capacitaciones y/o cursos,3,"No, pero escucho ofertas.",Developer,2,1,1,0.0,"Amazon Web Services, Linux","CSS, HTML, Javascript","Node.js, Vue.js",MongoDB,Postman,De 2 a 10 personas,100% remoto,0,No,No,10,5,Responder sobre mis estudios,Terciario,Completo,Tecnicatura Electrónica,,Terminar encuesta,,,,,43,Hombre Cis,No,,True,Junior
42,5/1/2024 12:11:27,Santa Fe,Full-Time,Staff (planta permanente),630.0,540.0,,,No,No recibo bono,Más de tres,40.0,Mayo,2,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",3,"No, pero escucho ofertas.",Developer,0,0,0,0.0,SAP,Javascript,SAP,HANA,SoapUI,De 11  a 50  personas,Híbrido (presencial y remoto),2,"si, a partir de 2024 se ajusto por mes pero nunca llegando al porcentaje de la inflacion",No,6,3,Responder sobre mis estudios,Terciario,En curso,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Terminar encuesta,,,,,22,Hombre Cis,No,"quizas alguna corpo estilo pwc, globant o neoris. pero prefiero una start up.",False,Junior
43,5/1/2024 12:15:47,Buenos Aires,Full-Time,Staff (planta permanente),600000.0,500000.0,,,No,No recibo bono,Uno,20.0,Febrero,2,"Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",3,"No, pero escucho ofertas.",Developer,2,2,2,0.0,"Docker, Firebase, Linux","Bash/Shell, CSS, Dart, HTML, Java, Javascript, Kotlin, PHP","Flutter, jQuery","MariaDB, MySQL, SQLite","PHPUnit, Postman, Visual Studio Coded UI",De 11  a 50  personas,Híbrido (presencial y remoto),3,,No,10,4,Terminar encuesta,,,,,,,,,,24,Hombre Cis,Sí,,False,Junior
44,5/1/2024 12:24:02,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),663390.0,567000.0,,,No,No recibo bono,Dos,27.0,Abril,3,"Horarios flexibles, Lactario en la oficina",3,"No, pero escucho ofertas.",SysAdmin / DevOps / SRE,1,1,1,0.0,"Azure, HP-UX, Linux, Solaris, VMWare, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),3,,No,10,5,Responder sobre guardias,Terciario,Incompleto,Tecnicatura Superior en Programación,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,"Sí, pasiva",20200.0,Neto,Terminar encuesta,39,Prefiero no decir,Sí,DC Solutions ,False,Junior
45,5/1/2024 12:26:43,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2200000.0,2000000.0,Cobro parte del salario en dólares,980,No,No recibo bono,Dos,100.0,Abril,3,"Abono de celular, Descuento en gimnasios / Clases de gimnasia online, Ninguna de las anteriores",3,"No, pero escucho ofertas.",Developer,1,3,1,1.0,"Firebase, Google Cloud Platform, Zoho","HTML, Javascript, Python, TypeScript, Deluge",Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 201 a 500 personas,100% remoto,0,Sí nuevas responsabilidades ,No,10,5,Responder sobre mis estudios,Terciario,Completo,Licenciatura en Administración de Empresas,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,36,Hombre Cis,Sí,"MercadoLibre, Cocos, Uala, Naranja",True,Junior
46,5/1/2024 12:29:37,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,11000000.0,9790000.0,Cobro todo el salario en dólares,,Un sueldo,Performance de la compañía,No,0.0,No tuve,2,"Descuento en gimnasios / Clases de gimnasia online, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Technical Leader,11,2,2,4.0,"Firebase, Google Cloud Platform, Kubernetes","CSS, HTML, Java, Javascript, SQL, TypeScript","Bootstrap, Node.js, React.js",Google Cloud Storage,mabl,De 51 a 100 personas,Híbrido (presencial y remoto),0,No,Sí,7,3,Responder sobre mis estudios,Universitario,Incompleto,Diseño Multimedial,UADE - Universidad Argentina De la Empresa,Responder sobre guardias,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,31,Mujer Cis,Sí,,True,Senior
47,5/1/2024 12:31:06,Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),2200000.0,2000000.0,Cobro parte del salario en dólares,1300,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs",3,"No, pero escucho ofertas.",Developer,10,0,0,3.0,"Amazon Web Services, Firebase","Java, SQL","Hibernate, jQuery, React.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, Oracle","JUnit, Postman, SoapUI",Más de 10000 personas,Híbrido (presencial y remoto),1,"No, usan el pago en dólares y la varianza como ajuste",No sé,7,1,Responder sobre mis estudios,Universitario,En curso,Derecho,UBA - Universidad de Buenos Aires,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,35,Hombre Cis,Sí,"Globant, kin+carta, Interbanking",True,Senior
48,5/1/2024 12:33:45,Buenos Aires,Full-Time,Staff (planta permanente),1345321.0,1123433.0,Mi sueldo está dolarizado (pero cobro en moneda local),998,De uno a tres sueldos,Mix de las anteriores,Más de tres,70.0,Abril,2,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",2,"Sí, estoy buscando activamente.",Data Engineer,1,0,0,0.0,"Amazon Web Services, Azure, SAP, Windows Server","Python, R, SQL, VBA","Django, jQuery, SAP, Spark, TensorFlow","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft SQL Server",Postman,Más de 10000 personas,Híbrido (presencial y remoto),1,Solamente por inflación y una última por performance ,Sí,3,3,Responder sobre mis estudios,Universitario,En curso,Medicina,UNSAM - Universidad de San Martín,Terminar encuesta,"Sí, pasiva",10.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,26,Hombre Cis,Sí,,True,Junior
49,5/1/2024 12:34:15,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),879000.0,729000.0,,,No,No recibo bono,Dos,35.0,Mayo,2,Clases de idiomas,2,"No, pero escucho ofertas.",Developer,2,0,2,0.0,"Amazon Web Services, Docker, Linux","Bash/Shell, Javascript, PHP","React.js, Symfony",MySQL,PHPUnit,De 51 a 100 personas,100% remoto,0,Aumento bimestral según inflación ,No sé,7,2,Responder sobre mis estudios,Universitario,En curso,Ingeniería en Sistemas,UTN - Universidad Tecnológica Nacional,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,29,Hombre Cis,Sí,"Pedidos ya,Saleforce",False,Junior
50,5/1/2024 12:35:50,Neuquén,Full-Time,Staff (planta permanente),3600000.0,3000000.0,Cobro todo el salario en dólares,856,No,No recibo bono,No,0.0,No tuve,4,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",4,"No, pero escucho ofertas.",Developer,7,1,3,0.0,"Docker, Linux","HTML, Javascript, PHP, SQL","Bootstrap, jQuery, React.js, WordPress","MariaDB, MySQL, Redis","Cypress, PHPUnit",De 101 a 200 personas,100% remoto,0,,Sí,9,2,Terminar encuesta,,,,,,,,,,33,Hombre Cis,Sí,,True,Senior
51,5/1/2024 12:35:57,Santa Fe,Full-Time,Staff (planta permanente),1560200.0,1505436.0,Cobro todo el salario en dólares,dolar oficial,No,No recibo bono,No,0.0,No tuve,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"Sí, estoy buscando activamente.",UX Designer,8,3,1,0.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 5001 a 10000 personas,100% remoto,0,,Sí,0,2,Responder sobre mis estudios,Terciario,Completo,Diseño Gráfico,,Terminar encuesta,,,,,40,Mujer Cis,Sí,,True,Senior
52,5/1/2024 12:36:21,Corrientes,Full-Time,Contractor,3500000.0,,Cobro todo el salario en dólares,,No,No recibo bono,No,0.0,No tuve,4,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo dividido en dos pagos por mes, Trabajo full remoto",4,"No, estoy muy conforme.",QA / Tester,1,1,0,0.0,Google Cloud Platform,Ninguno de los anteriores,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,De 2001a 5000 personas,100% remoto,0,,No,9,1,Responder sobre mis estudios,Doctorado,En curso,Licenciatura en Ciencias Biológicas,UNNNE - Universidad Nacional del Nordeste,Terminar encuesta,,,,,39,Mujer Cis,Sí,,True,Junior
53,5/1/2024 12:37:46,Buenos Aires,Full-Time,Contractor,8750000.0,8250000.0,Cobro todo el salario en dólares,,Un sueldo,Performance grupal,No,0.0,No tuve,1,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Manager / Director,20,10,5,10.0,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, Python, Ruby, YAML :)","Bootstrap, Django, Flask, Rails","ElasticSearch, Google Cloud Storage, MariaDB, MongoDB, MySQL, Redis","Cypress, CircleCI",De 201 a 500 personas,100% remoto,0,No,No,9,1,Responder sobre guardias,Universitario,Incompleto,Licenciatura en Filosofía,UBA - Universidad de Buenos Aires,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,47,Hombre Cis,Sí,,True,Senior
54,5/1/2024 12:37:59,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,3300000.0,3000000.0,Cobro todo el salario en dólares,3200,No,No recibo bono,Uno,1.0,Enero,4,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Data Engineer,20,0,3,0.0,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes, OpenShift, Windows Server","Python, SQL","Spark, Pandas scikit learn","Amazon Redshift, Amazon RDS/Aurora, MySQL","Postman, Pytest",De 201 a 500 personas,100% remoto,0,No,No,10,5,Responder sobre mis estudios,Doctorado,Incompleto,Ingeniería en Informática,UAI - Universidad Abierta Interamericana,Responder sobre guardias,No,0.0,Neto,Terminar encuesta,44,Hombre Cis,No,,True,Senior
55,5/1/2024 12:38:03,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),3632920.0,2867276.0,Cobro parte del salario en dólares,,No,No recibo bono,No,0.0,No tuve,3,"Abono de celular, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",4,"No, estoy muy conforme.",SysAdmin / DevOps / SRE,23,2,2,0.0,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 101 a 200 personas,100% remoto,0,No pero nuestros sueldos están atados al dólar oficial y se pagan 70% en USD,No,8,0,Responder sobre guardias,Terciario,Completo,Analista de Sistemas,,Terminar encuesta,"Sí, pasiva",0.0,Porcentaje de mi sueldo bruto,Responder sobre mis estudios,44,Hombre Cis,Sí,,True,Senior
56,5/1/2024 12:38:57,Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),930000.0,821000.0,Cobro parte del salario en dólares,Oficial,No,No recibo bono,Más de tres,83.0,Mayo,4,"Abono de Internet, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, estoy muy conforme.",Developer,7,7,1,0.0,"Amazon Web Services, Firebase, Google Cloud Platform, Linux","Java, Python",Ninguno de los anteriores,Ninguna de las anteriores,JUnit,De 11  a 50  personas,100% presencial,0,,No,10,5,Terminar encuesta,,,,,,,,,,30,Hombre Cis,No,,True,Senior
57,5/1/2024 12:41:56,Ciudad Autónoma de Buenos Aires,Full-Time,Contractor,1400000.0,1350000.0,,,No,No recibo bono,Dos,60.0,Febrero,4,Clases de idiomas,3,"No, pero escucho ofertas.",Developer,2,1,1,0.0,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, OpenShift","Java, TypeScript","Angular, Bun, Hibernate, Node.js, React.js, Spring","ElasticSearch, MongoDB, MySQL, Oracle, Redis","Jest, JUnit, Postman, Selenium",De 11  a 50  personas,100% remoto,0,Siempre se ha ajustado cada 3 meses,No,10,3,Responder sobre mis estudios,Universitario,Incompleto,Ingeniería en Computación,,Responder sobre guardias,No,0.0,Porcentaje de mi sueldo bruto,Terminar encuesta,29,Mujer Cis,Sí,Mercado libre ,False,Junior
58,5/1/2024 12:45:00,Corrientes,Full-Time,Staff (planta permanente),830000.0,720000.0,Mi sueldo está dolarizado (pero cobro en moneda local),,3+ sueldos,Performance de la compañía,Uno,20.0,Marzo,2,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2,"Sí, estoy buscando activamente.",Developer,2,1,2,0.0,"Amazon Web Services, Docker, Linux, Serverless",Python,Django,"Amazon DynamoDB, MariaDB, MySQL, PostgreSQL",Postman,De 51 a 100 personas,100% remoto,0,,No sé,0,4,Terminar encuesta,,,,,,,,,,22,Hombre Cis,No,,True,Junior
59,5/1/2024 12:52:02,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2100000.0,1700000.0,,,De uno a tres sueldos,Mix de las anteriores,Más de tres,55.0,Abril,2,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Data Engineer,3,2,2,0.0,"Amazon Web Services, Windows Server","Python, SQL","Hadoop, Spark","Apache Hive, Oracle",Postman,De 5001 a 10000 personas,100% remoto,0,,No,9,3,Terminar encuesta,,,,,,,,,,21,Hombre Cis,Sí,,False,Semi-Senior
60,5/1/2024 12:52:46,Santa Fe,Full-Time,Staff (planta permanente),600000.0,450000.0,,,Un sueldo,Performance de la compañía,Uno,0.0,Abril,2,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",2,"No, pero escucho ofertas.",Sales / Pre-Sales,2,2,2,2.0,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,De 51 a 100 personas,Híbrido (presencial y remoto),2,Si,No,8,4,Responder sobre mis estudios,Universitario,En curso,Ingeniería Industrial,UCA - Universidad Católica Argentina,Terminar encuesta,,,,,25,Hombre Cis,No,,False,Junior
61,5/1/2024 12:57:08,Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),2107600.0,1700000.0,Cobro parte del salario en dólares,890,De uno a tres sueldos,Mix de las anteriores,Tres,83.0,Mayo,3,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",3,"No, pero escucho ofertas.",Consultant,14,2,2,1.0,SAP,Ninguno de los anteriores,"SAP, SAP Hana",HANA,Ninguna de las anteriores,Más de 10000 personas,Híbrido (presencial y remoto),1,Si,No sé,8,2,Responder sobre guardias,Universitario,Completo,Licenciatura en Sistemas,UK - Universidad Kennedy,Responder sobre guardias,"Sí, pasiva",2.0,Porcentaje de mi sueldo bruto,Terminar encuesta,37,Hombre Cis,Sí,,True,Senior
